date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:58	60472/60472	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:55:59%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/69/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/69/index.html	(from https://androidvsios532379373.wordpress.com/)
22:55:58	60590/60590	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:55:59%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/android-ili-ios/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/android-ili-ios/index.html	(from https://androidvsios532379373.wordpress.com/)
22:55:59	7987/7987	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dcad0b1-1f33%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?m=1573572739h&ver=3.0.0	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min9853.js	(from https://androidvsios532379373.wordpress.com/)
22:55:59	35122/35122	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:55:59%20GMT	https://androidvsios532379373.wordpress.com/category/android/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/category/android/index.html	(from https://androidvsios532379373.wordpress.com/)
22:56:00	42025/42025	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:00%20GMT	https://androidvsios532379373.wordpress.com/category/android-i-ios/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/category/android-i-ios/index.html	(from https://androidvsios532379373.wordpress.com/)
22:56:00	34882/34882	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:00%20GMT	https://androidvsios532379373.wordpress.com/category/ios/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/category/ios/index.html	(from https://androidvsios532379373.wordpress.com/)
22:56:01	57966/57966	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:01%20GMT	https://androidvsios532379373.wordpress.com/category/sve-objave/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/category/sve-objave/index.html	(from https://androidvsios532379373.wordpress.com/)
22:56:01	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0172a3-161%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?m=1540208548h&ver=3.42.0	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.minf99f.js	(from https://androidvsios532379373.wordpress.com/)
22:56:01	888/888	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-378%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?m=1585663916h&ver=3.42.0	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min9c36.js	(from https://androidvsios532379373.wordpress.com/)
22:56:01	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-b7ed%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?m=1585663916h&ver=3.6.4	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min67f7.js	(from https://androidvsios532379373.wordpress.com/)
22:56:02	7165/7165	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6c4809-1bfd%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?m=1550600082h&ver=3.0.12	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min52a8.js	(from https://androidvsios532379373.wordpress.com/)
22:56:02	417/417	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c0172a3-1a1%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?m=1540208548h&ver=2.0.2	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min5eac.js	(from https://androidvsios532379373.wordpress.com/)
22:56:02	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ec560ec-b7ed%22	https://s2.wp.com/wp-content/plugins/gutenberg-core/8.1.0-wpcom/vendor/wp-polyfill-url.min.7490158b.js?m=1589993648h&ver=3.6.4	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s2.wp.com/wp-content/plugins/gutenberg-core/8.1.0-wpcom/vendor/wp-polyfill-url.min.7490158b43b8.js	(from https://androidvsios532379373.wordpress.com/)
22:56:03	1295/1295	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ec560ec-77f%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/8.1.0-wpcom/vendor/wp-polyfill-dom-rect.7e21c103.js?m=1589993648h&ver=3.42.0	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s1.wp.com/wp-content/plugins/gutenberg-core/8.1.0-wpcom/vendor/wp-polyfill-dom-rect.7e21c103532b.js	(from https://androidvsios532379373.wordpress.com/)
22:56:03	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e6029bb-4e62%22	http://stats.wp.com/w.js?61	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/stats.wp.com/w7f39.js	(from https://androidvsios532379373.wordpress.com/)
22:56:03	1451/1451	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2020%20May%202020%2020:56:04%20GMT	https://androidvsios532379373.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://androidvsios532379373.wordpress.com/)
22:56:03	43/43	---M--	200	added ('OK')	image/gif	date:Wed,%2020%20May%202020%2020:56:04%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/pixel.wp.com/b0b80.gif	(from https://androidvsios532379373.wordpress.com/)
22:56:05	100082/100082	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:02:46%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/iesyaiw-android-vs-apple-wallpaper.jpg	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/iesyaiw-android-vs-apple-wallpaper.jpg	(from https://androidvsios532379373.wordpress.com/blog-2/)
22:56:08	60093/60093	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:06%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/aplikacije/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/aplikacije/index.html	(from https://androidvsios532379373.wordpress.com/blog-2/)
22:56:08	61425/61425	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:06%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/korisnicki-interfejs/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/korisnicki-interfejs/index.html	(from https://androidvsios532379373.wordpress.com/blog-2/)
22:56:08	60638/60638	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:06%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/upravljanje-memorijom/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/upravljanje-memorijom/index.html	(from https://androidvsios532379373.wordpress.com/blog-2/)
22:56:11	59790/59790	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:10%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/multitasking/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/multitasking/index.html	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:13	60609/60609	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:10%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/pristupacnost-ios-a/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/pristupacnost-ios-a/index.html	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:15	59805/59805	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:10%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/pocetni-ekran/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/pocetni-ekran/index.html	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:16	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:15%20GMT	https://androidvsios532379373.wordpress.com/ios/?share=facebook	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/ios/index5a58.html	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:16	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:15%20GMT	https://androidvsios532379373.wordpress.com/ios/?share=twitter	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/ios/index9a7b.html	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:16	94562/94562	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:08:18%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/ai3nuwk-android-vs-apple-wallpaper.jpg	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/ai3nuwk-android-vs-apple-wallpaper.jpg	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:19	60041/60041	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:17%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/interfejs/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/interfejs/index.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:19	236314/236314	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2020:03:15%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/social-media-1377018_1920-1.jpg	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/social-media-1377018_1920-1.jpg	(from https://androidvsios532379373.wordpress.com/sve-objave/)
22:56:20	1242053/1242053	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2018:18:01%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/dmitry-chernyshov-mp7apsum7ae-unsplash.jpg	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/dmitry-chernyshov-mp7apsum7ae-unsplash.jpg	(from https://androidvsios532379373.wordpress.com/ios/)
22:56:21	62768/62768	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:18%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/aplikacije-dostupne-na-ios-u-i-androidu/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/aplikacije-dostupne-na-ios-u-i-androidu/index.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:21	61613/61613	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:21%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/brzina/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/brzina/index.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:22	61988/61988	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:22%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/nadogradnja-softvera/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/nadogradnja-softvera/index.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:24	19402/19402	---MCZ	200	added ('OK')	text/css	etag:W/%225c066ea7-5e1f%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s0.wp.com/wp-content/mu-plugins/highlander-comments/style6f5b.css	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:23%20GMT	https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/?share=facebook	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/slicnosti-i-razlike/index5a58.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:23%20GMT	https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/?share=twitter	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/slicnosti-i-razlike/index9a7b.html	(from https://androidvsios532379373.wordpress.com/slicnosti-i-razlike/)
22:56:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:25%20GMT	https://androidvsios532379373.wordpress.com/sve-objave/?share=twitter	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/sve-objave/index9a7b.html	(from https://androidvsios532379373.wordpress.com/sve-objave/)
22:56:25	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2020%20May%202020%2020:56:26%20GMT	https://androidvsios532379373.wordpress.com/xmlrpc.php	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/xmlrpc.php	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:26%20GMT	https://androidvsios532379373.wordpress.com/sve-objave/?share=facebook	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/sve-objave/index5a58.html	(from https://androidvsios532379373.wordpress.com/sve-objave/)
22:56:25	76306/76306	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2015:36:46%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/2020-05-20-3.png?w=709	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/2020-05-20-3a982.png	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:26	1017/1017	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f200f56e0592fc0352fdc2eaf4ad9c85%22	https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/feed/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/feed/index.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:26	81457/81457	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202020%2015:37:01%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/2020-05-20-2-1.png?w=701	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/2020-05-20-2-18e1a.png	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:26	26156/26156	---MCZ	200	added ('OK')	text/html	etag:W/%22ab24f00bc5f64f7e52adcc3dce279245%22	https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/amp/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/amp/index.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:28	22928/22928	---MCZ	200	added ('OK')	text/css	etag:W/%225d2f01cb-64e3%22	https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1563361695h&cssminify=yes	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carouseleced.css	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:28	43056/43056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dc97222-a830%22	https://s0.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1573483029j	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/s0.wp.com/_static/indexa85c.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:28	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:28%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/?share=facebook	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/index5a58.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:28	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20May%202020%2020:56:27%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/?share=twitter	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/index9a7b.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/uporedivanje-androida-i-ios-a/)
22:56:28	283332/283332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:51:21%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/iphone-563071_1920-1.jpg	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/iphone-563071_1920-1.jpg	(from https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/)
22:56:29	109142/109142	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:52:00%20GMT	https://androidvsios532379373.files.wordpress.com/2020/05/apple-1839363_1920.jpg?w=1024	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.files.wordpress.com/2020/05/apple-1839363_19202dff.jpg	(from https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/)
22:56:30	966/966	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2260f2deffd844898fd9706d2fef6fc6c7%22	https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/feed/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/example-post-3/feed/index.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/)
22:56:30	49589/49589	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20May%202020%2020:56:30%20GMT	https://androidvsios532379373.wordpress.com/2020/05/20/example-post-2/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/example-post-2/index.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/)
22:56:30	28593/28593	---MCZ	200	added ('OK')	text/html	etag:W/%229a4a1219bfa9d98455ae0e60b926a39d%22	https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/amp/	C:/Users/nikol/OneDrive/Desktop/Projekat%20veliki/androidvsios532379373.wordpress.com/2020/05/20/example-post-3/amp/index.html	(from https://androidvsios532379373.wordpress.com/2020/05/20/example-post-3/)
